,Name,Rating,Genre,Release date,Runtime,Director,Url 
1013,Poltergeist,71.0,Horror,06/04/1982,1h 54m,Steven Spielberg,https://www.themoviedb.org/movie/609
1014,Snatch,78.0,"Crime,Comedy",09/01/2000,1h 42m,Guy Ritchie,https://www.themoviedb.org/movie/107
1015,Overlord,67.0,"Horror,War,Science Fiction",11/09/2018,1h 50m,Billy Ray,https://www.themoviedb.org/movie/438799
1016,Black Site,62.0,"Action,Thriller",05/05/2022,1h 39m,Sophia Banks,https://www.themoviedb.org/movie/848123
1017,Big Driver,57.0,"Crime,Mystery,Thriller",09/07/2015,1h 27m,Mikael Salomon,https://www.themoviedb.org/movie/297961
1018,Green Lantern: First Flight,70.0,"Action,Adventure,Animation,Fantasy,Science Fiction",07/28/2009,1h 15m,Alan Burnett,https://www.themoviedb.org/movie/17445
1019,Basic Instinct,69.0,"Thriller,Mystery",03/20/1992,2h 7m,Paul Verhoeven,https://www.themoviedb.org/movie/402
1020,The Hidden Face,73.0,"Thriller,Mystery",09/16/2011,1h 32m,Andrés Baiz,https://www.themoviedb.org/movie/80184
1021,One Piece: Strong World,75.0,"Animation,Fantasy,Adventure",12/12/2009,1h 54m,Eiichiro Oda,https://www.themoviedb.org/movie/41498
1022,Scars,72.0,Drama,09/16/2005,1h 45m,Paco del Toro,https://www.themoviedb.org/movie/74078
1023,Brahms: The Boy II,60.0,"Horror,Mystery,Thriller",02/20/2020,1h 26m,William Brent Bell,https://www.themoviedb.org/movie/555974
1024,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",71.0,"Action,Animation,Adventure,Comedy",03/01/2008,1h 35m,Atsuji Shimizu,https://www.themoviedb.org/movie/44731
1025,Adventures of Aladdin,45.0,"Adventure,Fantasy",05/14/2019,1h 27m,Glenn Campbell,https://www.themoviedb.org/movie/602411
1026,Evil Woman,40.0,"Crime,Drama",02/13/2013,1h 32m,Adrián Caetano,https://www.themoviedb.org/movie/203316
1027,Morgan,58.0,"Horror,Science Fiction,Thriller",09/02/2016,1h 32m,Luke Scott,https://www.themoviedb.org/movie/377264
1028,Prison Break: The Final Break,75.0,"Action,Drama,Thriller",07/21/2009,1h 29m,Brad Turner,https://www.themoviedb.org/movie/176241
1029,Absolutely Anything,58.0,"Comedy,Science Fiction",08/14/2015,1h 25m,Terry Jones,https://www.themoviedb.org/movie/86828
1030,Welcome to the Jungle,51.0,Comedy,04/27/2013,1h 35m,Rob Meltzer,https://www.themoviedb.org/movie/205724
1031,Anon,59.0,Science Fiction,05/03/2018,1h 40m,Andrew Niccol,https://www.themoviedb.org/movie/396806
1032,Chapo: El Escape Del Siglo,54.0,"Thriller,Action,Adventure,Crime",01/15/2016,1h 27m,Axel Uriegas,https://www.themoviedb.org/movie/377670
1033,Goodbye World,53.0,"Drama,Comedy",06/15/2013,1h 41m,Denis Hennelly,https://www.themoviedb.org/movie/201066
1034,Scooby-Doo! and the Cyber Chase,74.0,"Animation,Adventure,Comedy",10/09/2001,1h 15m,Jim Stenstrum,https://www.themoviedb.org/movie/15601
1035,Bring It On: Worldwide #Cheersmack,61.0,"Comedy,Romance",10/17/2017,1h 35m,Robert Adetuyi,https://www.themoviedb.org/movie/467248
1036,After Porn Ends 3,54.0,Documentary,12/30/2018,1h 26m,Brittany Andrews,https://www.themoviedb.org/movie/557635
1037,Apocalypse Now,83.0,"Drama,War",08/15/1979,2h 27m,Francis Ford Coppola,https://www.themoviedb.org/movie/28
1038,Impossible Things,87.0,"Family,Drama",06/17/2021,1h 29m,Ernesto Contreras,https://www.themoviedb.org/movie/667257
1039,Ray Donovan: The Movie,70.0,"Drama,TV Movie",01/15/2022,1h 40m,David Hollander,https://www.themoviedb.org/movie/800425
1040,A Question of Faith,75.0,Drama,09/29/2017,1h 44m,Kevan Otto,https://www.themoviedb.org/movie/467433
1041,Son of a Gun,64.0,"Action,Crime,Drama,Thriller",10/16/2014,1h 48m,Julius Avery,https://www.themoviedb.org/movie/294652
1042,Ayngaran,0.0,"Action,Drama",05/12/2022,2h 15m,Ravi Arasu,https://www.themoviedb.org/movie/460401
1043,Graf Porno und seine Mädchen,69.0,Comedy,01/18/1969,1h 23m,Günter Hendel,https://www.themoviedb.org/movie/248509
1044,Oldboy,83.0,"Drama,Thriller,Mystery,Action",12/21/2003,2h,Park Chan-wook,https://www.themoviedb.org/movie/670
1045,Silk Road,67.0,"Crime,Thriller",02/19/2021,1h 56m,Tiller Russell,https://www.themoviedb.org/movie/579051
1046,Neon Genesis Evangelion: Death and Rebirth,75.0,"Drama,Science Fiction,Animation",03/15/1997,1h 41m,Hideaki Anno,https://www.themoviedb.org/movie/21832
1047,Scooby-Doo! Pirates Ahoy!,77.0,"Fantasy,Animation,Comedy,Family,Mystery,Adventure",09/19/2006,1h 20m,Chuck Sheetz,https://www.themoviedb.org/movie/13355
1048,Sexo oral,33.0,Documentary,10/28/1994,1h 54m,Chus Gutiérrez,https://www.themoviedb.org/movie/423180
1049,"No eres tú, soy yo",72.0,"Drama,Comedy,Romance",08/27/2010,1h 40m,Alejandro Springall,https://www.themoviedb.org/movie/64694
1050,KanColle Movie,48.0,"Action,Animation,Science Fiction,TV Movie,War",11/26/2016,1h 33m,Keizo Kusakawa,https://www.themoviedb.org/movie/412383
1051,"Monster High: Boo York, Boo York",76.0,"Animation,Family,Music",10/19/2015,1h 12m,William Lau,https://www.themoviedb.org/movie/360404
1052,Stomp the Yard,68.0,"Drama,Music",05/17/2007,1h 54m,Sylvain White,https://www.themoviedb.org/movie/1931
1053,Talk Sex,48.0,"Romance,Drama",01/01/2001,1h 26m,Dan Hyduk,https://www.themoviedb.org/movie/452006
1054,Тайна амулета,0.0,Family,05/12/2022,1h 34m,Elena Bychkova,https://www.themoviedb.org/movie/963757
1055,Zookeeper,54.0,"Comedy,Romance,Family",07/08/2011,1h 42m,David Ronn,https://www.themoviedb.org/movie/38317
1056,Good Boys,69.0,Comedy,08/16/2019,1h 29m,Gene Stupnitsky,https://www.themoviedb.org/movie/521777
1057,The Last Sharknado: It's About Time,45.0,"Science Fiction,Action,Adventure,Comedy,TV Movie",08/19/2018,1h 26m,Thunder Levin,https://www.themoviedb.org/movie/523849
1058,Planet 51,58.0,"Family,Comedy,Science Fiction,Adventure,Animation",12/04/2009,1h 31m,Jorge Blanco,https://www.themoviedb.org/movie/16866
1059,Apostasy,68.0,Drama,07/27/2018,1h 34m,Daniel Kokotajlo,https://www.themoviedb.org/movie/473309
1060,Family Camp,20.0,"Comedy,Family",05/13/2022,1h 51m,Brian Cates,https://www.themoviedb.org/movie/846528
1061,Huevos: Little Rooster's Egg-Cellent Adventure,70.0,"Animation,Family",09/04/2015,1h 39m,Gabriel Riva Palacio Alatriste,https://www.themoviedb.org/movie/264419
1062,Cruel Intentions,68.0,"Drama,Romance",03/05/1999,1h 38m,Roger Kumble,https://www.themoviedb.org/movie/796
1063,3-D Sex and Zen: Extreme Ecstasy,46.0,"Drama,Adventure,Romance",04/14/2011,1h 58m,Christopher Sun,https://www.themoviedb.org/movie/67308
1064,Quest for Camelot,69.0,"Fantasy,Animation,Drama,Romance,Family",05/15/1998,1h 26m,Frederik Du Chau,https://www.themoviedb.org/movie/18937
1065,Another Cinderella Story,68.0,"Music,Comedy",09/16/2008,1h 30m,Damon Santostefano,https://www.themoviedb.org/movie/15157
1066,BIA: An Upside Down World,78.0,"Comedy,Drama,Family",02/19/2021,1h 31m,Jorge Bechara,https://www.themoviedb.org/movie/765169
1067,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,78.0,"Animation,Adventure,Family",03/05/2011,1h 48m,Yukiyo Teramoto,https://www.themoviedb.org/movie/137227
1068,Wotakoi: Love is Hard for Otaku,72.0,"Comedy,Romance",02/07/2020,1h 54m,Yuichi Fukuda,https://www.themoviedb.org/movie/552687
1069,Nothing to Lose - Part 2,50.0,Drama,04/18/2019,1h 40m,Alexandre Avancini,https://www.themoviedb.org/movie/580077
1070,Ama,65.0,Drama,06/04/2021,1h 37m,Júlia de Paz Solvas,https://www.themoviedb.org/movie/836950
1071,Sorry If I Call You Love,72.0,"Drama,Romance",06/20/2014,1h 45m,Joaquín Llamas,https://www.themoviedb.org/movie/261470
1072,Fate/stay night: Unlimited Blade Works,68.0,"Action,Fantasy,Animation",01/23/2010,1h 47m,Yuji Yamaguchi,https://www.themoviedb.org/movie/46304
1073,Mainstream,64.0,"Comedy,Drama",05/07/2021,1h 35m,Gia Coppola,https://www.themoviedb.org/movie/557950
1074,The Girl with All the Gifts,66.0,"Drama,Horror,Thriller,Science Fiction",09/23/2016,1h 50m,Mike Carey,https://www.themoviedb.org/movie/375366
1075,A Cinderella Story: Starstruck,73.0,"Romance,Comedy,Music",06/29/2021,1h 40m,Michelle Johnston,https://www.themoviedb.org/movie/818809
1076,The Basketball Diaries,74.0,"Drama,Crime",04/21/1995,1h 42m,Jim Carroll,https://www.themoviedb.org/movie/10474
1077,Barbie & Her Sisters in the Great Puppy Adventure,73.0,"Family,Animation,Adventure",10/27/2015,1h 16m,Andrew Tan,https://www.themoviedb.org/movie/361380
1078,Superman/Batman: Public Enemies,70.0,"Science Fiction,Animation,Action,Adventure,Family",09/29/2009,1h 7m,Sam Liu,https://www.themoviedb.org/movie/22855
1079,Tod@s Caen,77.0,Comedy,09/20/2019,2h,Ariel Winograd,https://www.themoviedb.org/movie/554590
1080,Avatar Spirits,87.0,Documentary,06/22/2010,32m,Kurt Mattila,https://www.themoviedb.org/movie/278698
1081,Amulet,55.0,Horror,01/28/2022,1h 39m,Romola Garai,https://www.themoviedb.org/movie/653615
1082,Innocent Witness,78.0,Drama,02/13/2019,2h 9m,Lee Han,https://www.themoviedb.org/movie/570508
1083,Goodnight Mommy,67.0,"Drama,Horror,Thriller,Mystery",01/08/2015,1h 40m,Veronika Franz,https://www.themoviedb.org/movie/284303
1084,Death Note,70.0,"Fantasy,Mystery,Thriller",06/17/2006,2h 6m,Shusuke Kaneko,https://www.themoviedb.org/movie/16007
1085,Tremors: A Cold Day in Hell,60.0,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror",11/03/2018,1h 38m,Don Michael Paul,https://www.themoviedb.org/movie/496704
1086,Dragonheart: Battle for the Heartfire,62.0,"Fantasy,Adventure",07/09/2017,1h 38m,Patrik Syversen,https://www.themoviedb.org/movie/451644
1087,What Women Want,64.0,"Comedy,Romance",05/18/2001,2h 7m,Josh Goldsmith,https://www.themoviedb.org/movie/3981
1088,One Piece: The Movie,69.0,"Action,Animation,Adventure,Comedy,Fantasy",03/04/2000,51m,Atsuji Shimizu,https://www.themoviedb.org/movie/19576
1089,Porn Star Zombies,56.0,"Comedy,Horror",11/06/2009,55m,Keith Emerson,https://www.themoviedb.org/movie/99942
1090,Fighting with My Family,68.0,Comedy,02/22/2019,1h 48m,Stephen Merchant,https://www.themoviedb.org/movie/445629
1091,Down,67.0,"Horror,Science Fiction,Drama",02/01/2019,1h 22m,Daniel Stamm,https://www.themoviedb.org/movie/571055
1092,Rurouni Kenshin Part I: Origins,76.0,"Adventure,Action,Drama,History",08/25/2012,2h 14m,Keishi Ōtomo,https://www.themoviedb.org/movie/127533
1093,The Beauty Inside,76.0,"Fantasy,Romance",08/20/2015,2h 7m,Baik,https://www.themoviedb.org/movie/338729
1094,American Made,68.0,"Action,Crime,Comedy",09/29/2017,1h 55m,Doug Liman,https://www.themoviedb.org/movie/337170
1095,App,51.0,Thriller,04/03/2013,1h 15m,Bobby Boermans,https://www.themoviedb.org/movie/179053
1096,Y Tu Mamá También,74.0,"Drama,Romance",06/08/2001,1h 46m,Alfonso Cuarón,https://www.themoviedb.org/movie/1391
1097,RRR,85.0,"Action,Drama,History,War",03/25/2022,3h 7m,S.S. Rajamouli,https://www.themoviedb.org/movie/579974
1098,Checkered Ninja 2,69.0,"Animation,Comedy,Action,Family",08/19/2021,1h 26m,Anders Matthesen,https://www.themoviedb.org/movie/778819
1099,Doraemon: Nobita and the Winged Braves,73.0,"Family,Animation,Adventure",03/10/2001,1h 31m,Tsutomu Shibayama,https://www.themoviedb.org/movie/162092
1100,Last Days in the Desert,56.0,"Adventure,Drama,History",05/13/2016,1h 38m,Rodrigo García,https://www.themoviedb.org/movie/310119
1101,Discarnate,55.0,"Horror,Thriller",02/20/2019,1h 24m,Mario Sorrenti,https://www.themoviedb.org/movie/513421
1102,The Others,76.0,"Horror,Drama,Mystery,Thriller",08/10/2001,1h 41m,Alejandro Amenábar,https://www.themoviedb.org/movie/1933
1103,Next Avengers: Heroes of Tomorrow,69.0,"Animation,Family,Action,Adventure,Science Fiction",09/02/2008,1h 18m,Jay Oliva,https://www.themoviedb.org/movie/14613
1104,Spy Kids: All the Time in the World,47.0,"Family,Comedy,Action",08/19/2011,1h 29m,Robert Rodriguez,https://www.themoviedb.org/movie/56288
1105,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,67.0,"Action,Adventure,Comedy,Drama,Animation",03/03/2007,1h 30m,Takahiro Imamura,https://www.themoviedb.org/movie/25278
1106,Solace,63.0,"Thriller,Crime,Mystery",09/03/2015,1h 41m,Afonso Poyart,https://www.themoviedb.org/movie/339527
1107,Evil Dead II,75.0,"Horror,Comedy,Fantasy",03/13/1987,1h 24m,Sam Raimi,https://www.themoviedb.org/movie/765
1108,The Amityville Horror,63.0,Horror,07/27/1979,1h 57m,Stuart Rosenberg,https://www.themoviedb.org/movie/11449
1109,Dark Skies,63.0,"Science Fiction,Thriller,Horror",02/22/2013,1h 37m,Scott Stewart,https://www.themoviedb.org/movie/145135
1110,A Werewolf Boy,77.0,"Romance,Fantasy",10/31/2012,2h 2m,Jo Sung-hee,https://www.themoviedb.org/movie/128246
1111,Pokémon: The Movie 2000,66.0,"Adventure,Fantasy,Animation,Science Fiction,Family",07/17/1999,1h 24m,Kunihiko Yuyama,https://www.themoviedb.org/movie/12599
1112,Dominion: Prequel to The Exorcist,53.0,"Horror,Drama",05/20/2005,1h 57m,Paul Schrader,https://www.themoviedb.org/movie/12700
1113,Finding You,66.0,"Romance,Drama",05/13/2021,1h 59m,Brian Baugh,https://www.themoviedb.org/movie/769749
1114,Death Wish,61.0,"Action,Crime,Drama,Thriller",03/02/2018,1h 47m,Eli Roth,https://www.themoviedb.org/movie/395990
1115,Mazinger Z: Infinity,67.0,"Action,Science Fiction,Animation",01/13/2018,1h 47m,Junji Shimizu,https://www.themoviedb.org/movie/452970
1116,Jackass 3.5,63.0,"Comedy,Documentary,Action",04/01/2011,1h 25m,Jeff Tremaine,https://www.themoviedb.org/movie/65851
1117,Illegal,0.0,Drama,05/12/2022,1h 36m,Dmitry Davydov,https://www.themoviedb.org/movie/965647
1118,Dogwashers,65.0,"Comedy,Drama,Crime",03/05/2021,1h 47m,Carlos Moreno,https://www.themoviedb.org/movie/725649
1119,Bloodsuckers,20.0,"Drama,History",05/12/2022,2h 5m,Julian Radlmaier,https://www.themoviedb.org/movie/633811
1120,Batman: Under the Red Hood,78.0,"Science Fiction,Crime,Action,Animation,Mystery",08/10/2010,1h 15m,Judd Winick,https://www.themoviedb.org/movie/40662
1121,Teardrop,20.0,"Horror,Western,Mystery",05/11/2022,1h 28m,Steven R. Monroe,https://www.themoviedb.org/movie/969578
1122,Blood Moon,61.0,"Fantasy,Horror",03/26/2021,1h 22m,Emma Tammi,https://www.themoviedb.org/movie/794960
1123,Total Recall,73.0,"Action,Adventure,Science Fiction",12/10/1990,1h 53m,Philip K. Dick,https://www.themoviedb.org/movie/861
1124,Paprika,70.0,Drama,02/13/1991,1h 39m,Tinto Brass,https://www.themoviedb.org/movie/50270
1125,I Am Iron Man,72.0,Documentary,09/30/2008,1h 49m,Jon Mefford,https://www.themoviedb.org/movie/448341
1126,La Cantera,20.0,Drama,11/22/2021,1h 35m,Miguel Barreda-Delgado,https://www.themoviedb.org/movie/646351
1127,Phantom,59.0,Thriller,03/01/2013,1h 39m,Todd Robinson,https://www.themoviedb.org/movie/152259
1128,Valiant Hearts,47.0,Drama,05/11/2022,1h 32m,Mona Achache,https://www.themoviedb.org/movie/843427
1129,Lesbian Love,82.0,,01/08/2012,1h 1m,Amir Assadi,https://www.themoviedb.org/movie/204450
1130,Incompatibles,48.0,Comedy,12/14/2013,1h 32m,Paolo Cedolin Petrini,https://www.themoviedb.org/movie/277351
1131,The Dreamers,72.0,"Drama,Romance",09/01/2003,1h 52m,Gilbert Adair,https://www.themoviedb.org/movie/1278
1132,Hatching,69.0,"Fantasy,Horror",03/04/2022,1h 30m,Ilja Rautsi,https://www.themoviedb.org/movie/517302
1133,Ong Bak 3,60.0,"Action,Adventure,History",05/05/2010,1h 35m,Panna Rittikrai,https://www.themoviedb.org/movie/43209
1134,Bare Sex,81.0,"Romance,Drama",06/14/2003,1h 19m,Woquini Adams,https://www.themoviedb.org/movie/500713
1135,I Give My First Love to You,74.0,"Drama,Comedy,Romance",10/24/2009,2h 2m,Takehiko Shinjo,https://www.themoviedb.org/movie/40700
1136,Teen Beach Movie,69.0,"Family,Music,TV Movie,Comedy",08/07/2013,1h 36m,Jeffrey Hornaday,https://www.themoviedb.org/movie/177888
1137,The First Time,70.0,"Drama,Comedy,Romance",10/19/2012,1h 35m,Jonathan Kasdan,https://www.themoviedb.org/movie/84199
1138,Children of the Living Dead,33.0,"Horror,Thriller",06/11/2001,1h 30m,Tor Ramsey,https://www.themoviedb.org/movie/34004
1139,Dances with Wolves,79.0,"Adventure,Drama,Western",11/21/1990,3h 1m,Kevin Costner,https://www.themoviedb.org/movie/581
1140,Silent Hill: Revelation 3D,54.0,"Thriller,Horror,Mystery",10/26/2012,1h 34m,M.J. Bassett,https://www.themoviedb.org/movie/61012
1141,New Initial D the Movie - Legend 3: Dream,75.0,"Action,Animation,Drama",02/06/2016,1h 5m,Masamitsu Hidaka,https://www.themoviedb.org/movie/372758
1142,Creepshow 3,46.0,"Horror,Comedy",04/24/2006,1h 44m,Ana Clavell,https://www.themoviedb.org/movie/16304
1143,Let Me In,68.0,"Drama,Horror,Mystery",10/29/2010,1h 56m,Matt Reeves,https://www.themoviedb.org/movie/41402
1144,Acrimony,68.0,Thriller,03/30/2018,2h,Tyler Perry,https://www.themoviedb.org/movie/464502
1145,"Tad, the Lost Explorer, and the Secret of King Midas",65.0,"Animation,Adventure,Comedy,Family",08/25/2017,1h 25m,David Alonso Pérez de Algaba,https://www.themoviedb.org/movie/452773
1146,Return to Jurassic Park,67.0,"Documentary,Action,Adventure,Thriller",02/05/2011,2h 9m,Laurent Bouzereau,https://www.themoviedb.org/movie/503210
1147,Hacker,67.0,"Action,Family",03/28/2019,1h 36m,Poul Berg,https://www.themoviedb.org/movie/545330
1148,Leprechaun Returns,60.0,"Horror,Fantasy,Comedy",12/11/2018,1h 33m,Mark Jones,https://www.themoviedb.org/movie/518158
1149,88,51.0,"Thriller,Action",01/06/2015,1h 28m,April Mullen,https://www.themoviedb.org/movie/307479
1150,Mary and The Witch's Flower,71.0,"Fantasy,Adventure,Animation",07/08/2017,1h 43m,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/430447
1151,Trick 'r Treat,69.0,"Horror,Comedy",12/07/2007,1h 22m,Michael Dougherty,https://www.themoviedb.org/movie/23202
1152,Oscenità,63.0,Drama,02/14/1980,1h 24m,Renato Polselli,https://www.themoviedb.org/movie/107406
1153,Zombie Night,39.0,Horror,10/08/2013,1h 28m,John Gulager,https://www.themoviedb.org/movie/219247
1154,Be with You,83.0,"Romance,Drama",03/14/2018,2h 12m,Lee Jang-hoon,https://www.themoviedb.org/movie/499028
1155,Warning,53.0,"Science Fiction,Thriller,Drama",10/22/2021,1h 25m,Agata Alexander,https://www.themoviedb.org/movie/583081
1156,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,75.0,"Animation,Adventure,Fantasy,Family",03/04/2017,1h 41m,Atsushi Takahashi,https://www.themoviedb.org/movie/462677
1157,Cloud Atlas,69.0,"Drama,Science Fiction",10/26/2012,2h 52m,Lana Wachowski,https://www.themoviedb.org/movie/83542
1158,A Monster in Paris,68.0,"Adventure,Animation,Comedy,Family,Fantasy",10/12/2011,1h 30m,Bibo Bergeron,https://www.themoviedb.org/movie/77459
1159,Pixie Hollow Games,69.0,"Animation,Family",12/24/2011,23m,Bradley Raymond,https://www.themoviedb.org/movie/86130
1160,House of Hummingbird,74.0,Drama,08/29/2019,2h 15m,Kim Bora,https://www.themoviedb.org/movie/547404
1161,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,65.0,"Action,Animation",04/28/2007,1h 35m,Toshiki Hirano,https://www.themoviedb.org/movie/114372
1162,Cosmic Sex,53.0,"Drama,Romance",02/01/2015,1h 36m,Amitabh Chakraborty,https://www.themoviedb.org/movie/330141
1163,General Cemetery,66.0,Horror,07/25/2013,1h 30m,Dorian Fernández-Moris,https://www.themoviedb.org/movie/218454
1164,The Omen,55.0,Horror,06/06/2006,1h 50m,John Moore,https://www.themoviedb.org/movie/806
1165,Four Good Days,69.0,Drama,05/07/2021,1h 40m,Rodrigo García,https://www.themoviedb.org/movie/641960
1166,Pokémon: The First Movie - Mewtwo Strikes Back,69.0,"Animation,Family,Adventure,Fantasy,Action",07/18/1998,1h 25m,Kunihiko Yuyama,https://www.themoviedb.org/movie/10228
1167,Priest,57.0,"Horror,Action,Thriller",05/13/2011,1h 27m,Scott Stewart,https://www.themoviedb.org/movie/38321
1168,The Descent,70.0,"Adventure,Horror",08/04/2006,1h 39m,Neil Marshall,https://www.themoviedb.org/movie/9392
1169,Midnight in the Switchgrass,61.0,"Crime,Mystery,Thriller,Action",07/23/2021,1h 39m,Randall Emmett,https://www.themoviedb.org/movie/693113
1170,My Little Pony: Equestria Girls - Rainbow Rocks,80.0,"Family,Animation,Music",09/27/2014,1h 15m,Lauren Faust,https://www.themoviedb.org/movie/292177
1171,School of Rock,71.0,"Comedy,Music,Family",10/03/2003,1h 50m,Richard Linklater,https://www.themoviedb.org/movie/1584
1172,Spider-Man,55.0,"Science Fiction,Action,Crime,TV Movie",09/14/1977,1h 32m,E.W. Swackhamer,https://www.themoviedb.org/movie/225914
1173,Sessomatto,54.0,Comedy,12/19/1973,1h 37m,Dino Risi,https://www.themoviedb.org/movie/180719
1174,Dead Camping The Live,0.0,"Action,Thriller",05/12/2022,1h 12m,Kim Hyun-Woo,https://www.themoviedb.org/movie/958226
1175,Harmonie,71.0,"Animation,Drama",03/01/2014,26m,Yasuhiro Yoshiura,https://www.themoviedb.org/movie/256765
1176,Peter's To-Do List,73.0,"Science Fiction,Action,Adventure",09/17/2019,4m,Steve Ditko,https://www.themoviedb.org/movie/758025
1177,Jackass 4.5,0.0,"Comedy,Documentary,Action",05/20/2022,1h 30m,Jeff Tremaine,https://www.themoviedb.org/movie/828853
1178,The Breakfast Club,78.0,"Comedy,Drama",05/03/1986,1h 38m,John Hughes,https://www.themoviedb.org/movie/2108
1179,Blue Story,72.0,"Crime,Drama,Romance",05/05/2020,1h 31m,Andrew Onwubolu,https://www.themoviedb.org/movie/621191
1180,Wizards of Waverly Place: The Movie,66.0,"Family,TV Movie,Adventure,Comedy,Drama,Fantasy",08/28/2009,1h 34m,Lev L. Spiro,https://www.themoviedb.org/movie/26736
1181,Hellraiser,69.0,Horror,09/18/1987,1h 33m,Clive Barker,https://www.themoviedb.org/movie/9003
1182,The Messenger: The Story of Joan of Arc,64.0,"Adventure,Drama,Action,History,War",11/12/1999,2h 38m,Luc Besson,https://www.themoviedb.org/movie/10047
1183,Invasion,69.0,"Science Fiction,Drama,Romance,Action",01/01/2020,2h 9m,Fyodor Bondarchuk,https://www.themoviedb.org/movie/514207
1184,Halloween 5: The Revenge of Michael Myers,54.0,"Horror,Thriller",10/13/1989,1h 36m,Dominique Othenin-Girard,https://www.themoviedb.org/movie/11361
1185,Joseph,83.0,"Drama,History",04/16/1995,2h 58m,Roger Young,https://www.themoviedb.org/movie/2405
1186,Halo,20.0,Drama,06/01/2019,16m,Michael-David McKernan,https://www.themoviedb.org/movie/770523
1187,Supernova,69.0,"Romance,Drama",06/25/2021,1h 34m,Harry Macqueen,https://www.themoviedb.org/movie/642208
1188,Pokémon 3: The Movie - Spell of the Unown,64.0,"Adventure,Fantasy,Animation,Action,Family",07/08/2000,1h 14m,Kunihiko Yuyama,https://www.themoviedb.org/movie/10991
1189,New Nightmare,64.0,"Horror,Mystery,Fantasy",10/14/1994,1h 52m,Wes Craven,https://www.themoviedb.org/movie/11596
1190,Darlin',54.0,"Horror,Mystery",07/10/2020,1h 41m,Pollyanna McIntosh,https://www.themoviedb.org/movie/529149
1191,Jackass Presents: Bad Grandpa,61.0,Comedy,10/25/2013,1h 32m,Jeff Tremaine,https://www.themoviedb.org/movie/208134
1192,Hoodwinked Too! Hood VS. Evil,51.0,"Comedy,Animation,Family",04/29/2011,1h 26m,Mike Disa,https://www.themoviedb.org/movie/57089
1193,Michael Jackson: The Life of an Icon,79.0,Documentary,11/02/2011,2h 29m,Andrew Eastel,https://www.themoviedb.org/movie/78192
1194,Leatherface: The Texas Chainsaw Massacre III,53.0,Horror,01/12/1990,1h 25m,Tobe Hooper,https://www.themoviedb.org/movie/25018
1195,Mahabharat Murders,0.0,"Crime,TV Movie",05/12/2022,2h 59m,Arnab Ray,https://www.themoviedb.org/movie/969292
1196,Cry-Baby,66.0,"Comedy,Music,Romance",04/05/1990,1h 25m,John Waters,https://www.themoviedb.org/movie/9768
1197,Corrective Measures,54.0,"Science Fiction,Action",04/29/2022,1h 46m,Sean Patrick O'Reilly,https://www.themoviedb.org/movie/872177
1198,Throne of Elves,75.0,"Fantasy,Animation,Family",08/19/2016,1h 30m,Yuefeng Song,https://www.themoviedb.org/movie/408355
1199,At the End of the Tunnel,71.0,"Crime,Thriller",04/21/2016,2h,Rodrigo Grande,https://www.themoviedb.org/movie/394374
1200,Lolita,74.0,"Crime,Drama,Romance",09/11/1962,2h 34m,Vladimir Nabokov,https://www.themoviedb.org/movie/802
1201,The Book of Eli,68.0,"Action,Thriller,Science Fiction",03/19/2010,1h 58m,Allen Hughes,https://www.themoviedb.org/movie/20504
1202,Primeval,60.0,"Adventure,Horror",01/12/2007,1h 33m,Michael Katleman,https://www.themoviedb.org/movie/4283
1203,Blue Bayou,76.0,Drama,09/17/2021,1h 57m,Justin Chon,https://www.themoviedb.org/movie/644089
1204,30 Miles from Nowhere,45.0,"Horror,Comedy",05/27/2019,1h 23m,Caitlin Koller,https://www.themoviedb.org/movie/564082
1205,Adore,61.0,Drama,08/13/2013,1h 40m,Anne Fontaine,https://www.themoviedb.org/movie/111190
1206,ASSEMBLED: The Making of Eternals,69.0,Documentary,02/16/2022,57m,Brad Baruh,https://www.themoviedb.org/movie/939356
1207,Memories of Murder,81.0,"Crime,Drama,Thriller",05/02/2003,2h 11m,Bong Joon-ho,https://www.themoviedb.org/movie/11423
1208,Young Mother 5,60.0,"Drama,Romance",04/03/2020,1h 35m,Jeong Do-soo,https://www.themoviedb.org/movie/729097
1209,TEKKEN: Blood Vengeance,68.0,"Action,Animation,Science Fiction",09/03/2011,1h 40m,Youichi Mouri,https://www.themoviedb.org/movie/79516
1210,Ticking Clock,54.0,"Action,Thriller,Crime",01/04/2011,1h 41m,Ernie Barbarash,https://www.themoviedb.org/movie/50765
1211,Haunt,67.0,"Horror,Thriller",09/13/2019,1h 32m,Bryan Woods,https://www.themoviedb.org/movie/517116
1212,"Sex, Lies, and Videotape",69.0,Drama,08/04/1989,1h 41m,Steven Soderbergh,https://www.themoviedb.org/movie/1412
1213,Foodies,0.0,"Romance,Comedy",05/12/2022,1h 31m,Mannin de Wildt,https://www.themoviedb.org/movie/970311
